name,attribute,class,type,ban_tcg,ban_ocg
Vision HERO Vyon,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Witch Raider,DARK,Warrior,Effect Monster,NA,NA
Vision Release,SPELL/TRAP,Normal,Normal Spell,NA,NA
Vivid Knight,LIGHT,Beast-Warrior,Effect Monster,NA,NA
Void Apocalypse,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Void Cauldron,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Void Expansion,SPELL/TRAP,Field,Field Spell,NA,NA
Void Feast,SPELL/TRAP,Normal,Normal Trap,NA,NA
Void Imagination,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Void Launch,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Void Ogre Dragon,DARK,Dragon,Synchro Monster,NA,NA
Void Purification,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Void Seer,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Void Trap Hole,SPELL/TRAP,Normal,Normal Trap,NA,NA
Void Vanishment,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Vola-Chemicritter Methydraco,FIRE,Beast-Warrior,XYZ Monster,NA,NA
Volcanic Blaster,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Counter,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Doomfire,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Eruption,SPELL/TRAP,Normal,Normal Trap,NA,NA
Volcanic Hammerer,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Queen,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Rat,FIRE,Pyro,Normal Monster,NA,NA
Volcanic Recharge,SPELL/TRAP,Normal,Normal Trap,NA,NA
Volcanic Rocket,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Scattershot,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Shell,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Slicer,FIRE,Pyro,Effect Monster,NA,NA
Volnigesh the Black Lava Dragoon,DARK,Dragon,XYZ Monster,NA,NA
Voltanis the Adjudicator,LIGHT,Fairy,Effect Monster,NA,NA
Voltester,DARK,Thunder,Effect Monster,NA,NA
Voltic Bicorn,LIGHT,Beast,Synchro Monster,NA,NA
Voltic Kong,LIGHT,Beast,Effect Monster,NA,NA
Vorse Raider,DARK,Beast-Warrior,Normal Monster,NA,NA
Vortex the Whirlwind,WIND,Winged Beast,Synchro Monster,NA,NA
Vortex Trooper,WIND,Aqua,Effect Monster,NA,NA
Vorticular Drumgon,DARK,Dragon,Link Monster,NA,NA
Vulcan Dragni the Cubic King,FIRE,Fairy,Effect Monster,NA,NA
Vulcan the Divine,FIRE,Beast-Warrior,Synchro Monster,NA,NA
VW-Tiger Catapult,LIGHT,Machine,Fusion Monster,NA,NA
VWXYZ-Dragon Catapult Cannon,LIGHT,Machine,Fusion Monster,NA,NA
Vylon Alpha,LIGHT,Machine,Synchro Monster,NA,NA
Vylon Charger,LIGHT,Fairy,Effect Monster,NA,NA
Vylon Component,SPELL/TRAP,Equip,Equip Spell,NA,NA
Vylon Cube,LIGHT,Machine,Tuner Monster,NA,NA
Vylon Delta,LIGHT,Fairy,Synchro Monster,NA,NA
Vylon Disigma,LIGHT,Fairy,XYZ Monster,NA,NA
Vylon Element,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Vylon Epsilon,LIGHT,Fairy,Synchro Monster,NA,NA
Vylon Filament,SPELL/TRAP,Equip,Equip Spell,NA,NA
Vylon Hept,LIGHT,Fairy,Effect Monster,NA,NA
Vylon Material,SPELL/TRAP,Equip,Equip Spell,NA,NA
Vylon Matter,SPELL/TRAP,Normal,Normal Spell,NA,NA
Vylon Ohm,LIGHT,Fairy,Effect Monster,NA,NA
Vylon Omega,LIGHT,Fairy,Synchro Monster,NA,NA
Vylon Pentachloro,LIGHT,Machine,Union Effect Monster,NA,NA
Vylon Polytope,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Vylon Prism,LIGHT,Thunder,Tuner Monster,NA,NA
Vylon Segment,SPELL/TRAP,Equip,Equip Spell,NA,NA
Vylon Sigma,LIGHT,Fairy,Synchro Monster,NA,NA
Vylon Soldier,LIGHT,Fairy,Effect Monster,NA,NA
Vylon Sphere,LIGHT,Machine,Tuner Monster,NA,NA
Vylon Stella,LIGHT,Fairy,Tuner Monster,NA,NA
Vylon Stigma,LIGHT,Fairy,Effect Monster,NA,NA
Vylon Tesseract,LIGHT,Machine,Union Effect Monster,NA,NA
Vylon Tetra,LIGHT,Machine,Tuner Monster,NA,NA
Vylon Vanguard,LIGHT,Fairy,Effect Monster,NA,NA
W Nebula Meteorite,SPELL/TRAP,Normal,Normal Trap,NA,NA
W-Wing Catapult,LIGHT,Machine,Union Effect Monster,NA,NA
Waboku,SPELL/TRAP,Normal,Normal Trap,NA,NA
Wailing of the Unchained Souls,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Waking the Dragon,SPELL/TRAP,Normal,Normal Trap,NA,NA
Wall of Disruption,SPELL/TRAP,Normal,Normal Trap,NA,NA
Wall of Illusion,DARK,Fiend,Effect Monster,NA,NA
Wall of Ivy,EARTH,Plant,Flip Effect Monster,NA,NA
Wall of Revealing Light,SPELL/TRAP,Continuous,Continuous Trap,Limited,NA
Wall of Thorns,SPELL/TRAP,Normal,Normal Trap,NA,NA
Wall Shadow,DARK,Warrior,Effect Monster,NA,NA
Waltz Token,LIGHT,Warrior,Token,NA,NA
Wandering King Wildwind,DARK,Fiend,Effect Monster,NA,NA
Wandering Mummy,EARTH,Zombie,Effect Monster,NA,NA
War Rock Bashileos,EARTH,Warrior,Effect Monster,NA,NA
War Rock Fortia,EARTH,Warrior,Effect Monster,NA,NA
War Rock Gactos,EARTH,Warrior,Effect Monster,NA,NA
War Rock Mountain,SPELL/TRAP,Field,Field Spell,NA,NA
War Rock Ordeal,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
War Rock Orpis,EARTH,Warrior,Effect Monster,NA,NA
War Rock Skyler,EARTH,Warrior,Effect Monster,NA,NA
War-Lion Ritual,SPELL/TRAP,Ritual,Ritual Spell,NA,NA
Warlock of the Ice Barrier,WATER,Spellcaster,Effect Monster,NA,NA
Warm Worm,FIRE,Insect,Effect Monster,NA,NA
Warning Point,SPELL/TRAP,Normal,Normal Trap,NA,NA
Warrior Dai Grepher,EARTH,Warrior,Normal Monster,NA,NA
Warrior Elimination,SPELL/TRAP,Normal,Normal Spell,NA,NA
Warrior Lady of the Wasteland,EARTH,Warrior,Effect Monster,NA,NA
Warrior of Atlantis,WATER,Aqua,Effect Monster,NA,NA
Warrior of Tradition,EARTH,Warrior,Fusion Monster,NA,NA
Warrior of Zera,EARTH,Warrior,Normal Monster,NA,NA
Wasteland,SPELL/TRAP,Field,Field Spell,NA,NA
Watapon,LIGHT,Fairy,Effect Monster,NA,NA
Watch Cat,EARTH,Beast,Effect Monster,NA,NA
Watch Dog,FIRE,Pyro,Effect Monster,NA,NA
Water Dragon,WATER,Sea Serpent,Effect Monster,NA,NA
Water Dragon Cluster,WATER,Sea Serpent,Effect Monster,NA,NA
Water Element,WATER,Aqua,Normal Monster,NA,NA
Water Girl,WATER,Aqua,Normal Monster,NA,NA
Water Hazard,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Water Leviathan @Ignister,WATER,Cyberse,Ritual Effect Monster,NA,NA
Water Magician,WATER,Aqua,Normal Monster,NA,NA
Water of Life,SPELL/TRAP,Normal,Normal Spell,NA,NA
Water Omotics,WATER,Aqua,Normal Monster,NA,NA
Water Spirit,WATER,Aqua,Normal Tuner Monster,NA,NA
Waterdragon Fairy,WATER,Aqua,Normal Monster,NA,NA
Waterfall of Dragon Souls,SPELL/TRAP,Normal,Normal Trap,NA,NA
Wattaildragon,LIGHT,Dragon,Normal Monster,NA,NA
Wattberyx,LIGHT,Thunder,Tuner Monster,NA,NA
Wattbetta,LIGHT,Thunder,Tuner Monster,NA,NA
Wattcancel,SPELL/TRAP,Counter,Counter Trap,NA,NA
Wattcannon,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Wattcastle,SPELL/TRAP,Field,Field Spell,NA,NA
Wattchimera,LIGHT,Thunder,Synchro Monster,NA,NA
Wattcine,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Wattcobra,LIGHT,Thunder,Effect Monster,NA,NA
Wattcube,SPELL/TRAP,Equip,Equip Spell,NA,NA
Wattdragonfly,LIGHT,Thunder,Effect Monster,NA,NA
Wattfox,LIGHT,Thunder,Tuner Monster,NA,NA
Wattgiraffe,LIGHT,Thunder,Effect Monster,NA,NA
Watthopper,LIGHT,Thunder,Effect Monster,NA,NA
Watthydra,LIGHT,Thunder,Synchro Monster,NA,NA
Wattjustment,SPELL/TRAP,Equip,Equip Spell,NA,NA
Wattkeeper,SPELL/TRAP,Normal,Normal Trap,NA,NA
Wattkey,SPELL/TRAP,Normal,Normal Spell,NA,NA
Wattkid,LIGHT,Thunder,Normal Monster,NA,NA
Wattkinetic Puppeteer,LIGHT,Psychic,Effect Monster,NA,NA
Wattkiwi,LIGHT,Thunder,Tuner Monster,NA,NA
Wattlemur,LIGHT,Thunder,Effect Monster,NA,NA
Wattmole,LIGHT,Thunder,Effect Monster,NA,NA
Wattpheasant,LIGHT,Thunder,Effect Monster,NA,NA
Wattrain,SPELL/TRAP,Normal,Normal Spell,NA,NA
Wattsquirrel,LIGHT,Thunder,Effect Monster,NA,NA
Wattsychic Fighter,LIGHT,Psychic,Effect Monster,NA,NA
Wattwoodpecker,LIGHT,Thunder,Effect Monster,NA,NA
Wave-Motion Cannon,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Wave-Motion Inferno,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Wavering Eyes,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Weapon Change,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Weather Control,LIGHT,Fairy,Normal Monster,NA,NA
Weather Report,WATER,Aqua,Flip Effect Monster,NA,NA
Weathering Soldier,EARTH,Rock,Effect Monster,NA,NA
Wee Witch's Apprentice,DARK,Spellcaster,Link Monster,NA,NA
Weed Out,SPELL/TRAP,Normal,Normal Trap,NA,NA
Weeping Idol,DARK,Rock,Effect Monster,NA,NA
Weights & Zenmaisures,SPELL/TRAP,Normal,Normal Spell,NA,NA
Wetha,WATER,Aqua,Normal Monster,NA,NA
Wetlands,SPELL/TRAP,Field,Field Spell,NA,NA
Wheel of Prophecy,DARK,Spellcaster,Effect Monster,NA,NA
When A.I. First Met You,SPELL/TRAP,Normal,Normal Spell,NA,NA
Where Arf Thou?,SPELL/TRAP,Normal,Normal Spell,NA,NA
Whiptail Crow,DARK,Fiend,Normal Monster,NA,NA
Whirlwind of Gusto,SPELL/TRAP,Normal,Normal Trap,NA,NA
Whirlwind Prodigy,WIND,Fairy,Effect Monster,NA,NA
Whirlwind Weasel,WIND,Beast,Flip Effect Monster,NA,NA
White Aura Bihamut,WATER,Fish,Synchro Monster,NA,NA
White Aura Dolphin,WATER,Fish,Synchro Monster,NA,NA
White Aura Monoceros,WATER,Fish,Synchro Monster,NA,NA
White Aura Whale,WATER,Fish,Synchro Monster,NA,NA
White Dolphin,WATER,Fish,Normal Monster,NA,NA
White Dragon Ninja,LIGHT,Dragon,Effect Monster,NA,NA
White Dragon Ritual,SPELL/TRAP,Ritual,Ritual Spell,NA,NA
White Dragon Wyverburster,LIGHT,Dragon,Effect Monster,Limited,NA
White Duston,LIGHT,Fiend,Normal Monster,NA,NA
White Elephant's Gift,SPELL/TRAP,Normal,Normal Spell,NA,NA
White Hole,SPELL/TRAP,Normal,Normal Trap,NA,NA
White Howling,SPELL/TRAP,Normal,Normal Trap,NA,NA
White Magical Hat,LIGHT,Spellcaster,Effect Monster,NA,NA
White Magician Pikeru,LIGHT,Spellcaster,Effect Monster,NA,NA
White Mirror,SPELL/TRAP,Normal,Normal Spell,NA,NA
White Moray,WATER,Fish,Effect Monster,NA,NA
White Night Dragon,WATER,Dragon,Effect Monster,NA,NA
White Night Queen,LIGHT,Fairy,Effect Monster,NA,NA
White Ninja,LIGHT,Warrior,Flip Effect Monster,NA,NA
White Potan,LIGHT,Fairy,Effect Monster,NA,NA
White Rose Cloister,SPELL/TRAP,Field,Field Spell,NA,NA
White Rose Dragon,DARK,Dragon,Effect Monster,NA,NA
White Stingray,WATER,Fish,Effect Monster,NA,NA
White Tiger Summoner,EARTH,Spellcaster,Effect Monster,NA,NA
White Veil,SPELL/TRAP,Equip,Equip Spell,NA,NA
White Wing Magician,WIND,Spellcaster,Pendulum Tuner Effect Monster,NA,NA
White-Horned Dragon,DARK,Dragon,Effect Monster,NA,NA
"Whitebeard, the Plunder Patroll Helm",WATER,Fiend,Tuner Monster,NA,NA
Whitefish Salvage,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Wicked Acolyte Chilam Sabak,DARK,Reptile,Effect Monster,NA,NA
Wicked Dragon with the Ersatz Head,WIND,Dragon,Normal Monster,NA,NA
Wicked Plant Token,EARTH,Plant,Token,NA,NA
Wicked Rebirth,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Wicked Token,DARK,Fiend,Token,NA,NA
Wicked-Breaking Flamberge - Baou,SPELL/TRAP,Equip,Equip Spell,NA,NA
Widespread Dud,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Widespread Ruin,SPELL/TRAP,Normal,Normal Trap,NA,NA
Widget Kid,EARTH,Cyberse,Effect Monster,NA,NA
Wightbaking,DARK,Zombie,Effect Monster,NA,NA
Wightmare,DARK,Zombie,Effect Monster,NA,NA
Wightprince,DARK,Zombie,Effect Monster,NA,NA
Wightprincess,LIGHT,Zombie,Effect Monster,NA,NA
Wild Fire,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Wild Fire Token,FIRE,Pyro,Token,NA,NA
Wild Nature's Release,SPELL/TRAP,Normal,Normal Spell,NA,NA
Wild Tornado,SPELL/TRAP,Normal,Normal Trap,NA,NA
Will of the Salamangreat,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Wilmee,EARTH,Beast,Normal Monster,NA,NA
Wind Effigy,WIND,Winged Beast,Effect Monster,NA,NA
Wind Pegasus @Ignister,WIND,Cyberse,Synchro Monster,NA,NA
Wind-Up Arsenal Zenmaioh,WIND,Machine,XYZ Monster,NA,NA
Wind-Up Bat,WIND,Machine,Effect Monster,NA,NA
Wind-Up Carrier Zenmaity,WATER,Machine,XYZ Monster,Banned,Limited
Wind-Up Dog,EARTH,Beast,Effect Monster,NA,NA
Wind-Up Factory,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Wind-Up Honeybee,EARTH,Insect,Effect Monster,NA,NA
Wind-Up Hunter,DARK,Beast-Warrior,Effect Monster,NA,Banned
Wind-Up Juggler,WIND,Psychic,Effect Monster,NA,NA
Wind-Up Kitten,EARTH,Beast,Effect Monster,NA,NA
Wind-Up Knight,LIGHT,Warrior,Effect Monster,NA,NA
Wind-Up Magician,FIRE,Spellcaster,Effect Monster,NA,Limited
Wind-Up Rabbit,EARTH,Beast-Warrior,Effect Monster,NA,NA
Wind-Up Rat,EARTH,Beast,Effect Monster,NA,NA
Wind-Up Shark,WATER,Fish,Effect Monster,NA,NA
Wind-Up Snail,WATER,Aqua,Effect Monster,NA,NA
Wind-Up Soldier,EARTH,Warrior,Effect Monster,NA,NA
Wind-Up Warrior,EARTH,Warrior,Effect Monster,NA,NA
Wind-Up Zenmaines,FIRE,Machine,XYZ Monster,NA,NA
Wind-Up Zenmaintenance,LIGHT,Machine,Link Monster,NA,NA
Wind-Up Zenmaister,EARTH,Machine,XYZ Monster,NA,NA
"Winda, Priestess of Gusto",WIND,Psychic,Effect Monster,NA,NA
"Windaar, Sage of Gusto",WIND,Psychic,Effect Monster,NA,NA
Windmill Genex,WIND,Machine,Synchro Monster,NA,NA
Windrose the Elemental Lord,WIND,Winged Beast,Effect Monster,NA,NA
Winds Over the Ice Barrier,SPELL/TRAP,Normal,Normal Spell,NA,NA
Windstorm of Etaqua,SPELL/TRAP,Normal,Normal Trap,NA,NA
Windwitch - Blizzard Bell,WIND,Spellcaster,Tuner Monster,NA,NA
Windwitch - Crystal Bell,WIND,Spellcaster,Fusion Monster,NA,NA
Windwitch - Diamond Bell,WIND,Spellcaster,Synchro Monster,NA,NA
Windwitch - Freeze Bell,WIND,Spellcaster,Effect Monster,NA,NA
Windwitch - Glass Bell,WIND,Spellcaster,Tuner Monster,NA,NA
Windwitch - Ice Bell,WIND,Spellcaster,Effect Monster,NA,NA
Windwitch - Snow Bell,WIND,Spellcaster,Tuner Monster,NA,NA
Windwitch - Winter Bell,WIND,Spellcaster,Synchro Monster,NA,NA
Windwitch Chimes,SPELL/TRAP,Normal,Normal Spell,NA,NA
Wing Eagle,WIND,Winged Beast,Normal Monster,NA,NA
Wing Egg Elf,LIGHT,Fairy,Normal Monster,NA,NA
Winged Cleaver,EARTH,Insect,Normal Monster,NA,NA
"Winged Dragon, Guardian of the Fortress #1",WIND,Dragon,Normal Monster,NA,NA
"Winged Dragon, Guardian of the Fortress #2",WIND,Winged Beast,Normal Monster,NA,NA
Winged Egg of New Life,LIGHT,Fairy,Normal Monster,NA,NA
Winged Kuriboh,LIGHT,Fairy,Effect Monster,NA,NA
Winged Kuriboh LV10,LIGHT,Fairy,Effect Monster,NA,NA
Winged Kuriboh LV9,LIGHT,Fairy,Effect Monster,NA,NA
Winged Minion,DARK,Fiend,Effect Monster,NA,NA
Winged Rhynos,WIND,Beast-Warrior,Effect Monster,NA,NA
Winged Sage Falcos,WIND,Winged Beast,Effect Monster,NA,NA
Wings of Wicked Flame,FIRE,Pyro,Normal Monster,NA,NA
Wingtortoise,WIND,Aqua,Effect Monster,NA,NA
Wingweaver,LIGHT,Fairy,Normal Monster,NA,NA
Wiretap,SPELL/TRAP,Counter,Counter Trap,NA,NA
Wisdom-Eye Magician,LIGHT,Spellcaster,Pendulum Effect Monster,NA,NA
Wiseman's Chalice,SPELL/TRAP,Normal,Normal Spell,NA,NA
Wish-Converging Dragon,LIGHT,Dragon,Tuner Monster,NA,NA
Witch Doctor of Chaos,DARK,Spellcaster,Flip Effect Monster,NA,NA
Witch Doctor of Sparta,EARTH,Spellcaster,Effect Monster,NA,NA
Witch of the Black Forest,DARK,Spellcaster,Effect Monster,NA,NA
Witch of the Black Rose,DARK,Spellcaster,Tuner Monster,NA,NA
Witch of the Blood Rose,LIGHT,Plant,Tuner Monster,NA,NA
Witch's Apprentice,DARK,Spellcaster,Effect Monster,NA,NA
Witch's Strike,SPELL/TRAP,Normal,Normal Trap,NA,NA
Witchcrafter Bystreet,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Witchcrafter Collaboration,SPELL/TRAP,Normal,Normal Spell,NA,NA
Witchcrafter Creation,SPELL/TRAP,Normal,Normal Spell,NA,NA
Witchcrafter Draping,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Witchcrafter Edel,LIGHT,Spellcaster,Effect Monster,NA,NA
Witchcrafter Genni,WIND,Spellcaster,Effect Monster,NA,NA
Witchcrafter Golem Aruru,LIGHT,Spellcaster,Effect Monster,NA,NA
Witchcrafter Haine,DARK,Spellcaster,Effect Monster,NA,NA
Witchcrafter Holiday,SPELL/TRAP,Normal,Normal Spell,NA,NA
Witchcrafter Madame Verre,LIGHT,Spellcaster,Effect Monster,NA,NA
Witchcrafter Masterpiece,SPELL/TRAP,Normal,Normal Trap,NA,NA
Witchcrafter Patronus,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Witchcrafter Pittore,WATER,Spellcaster,Effect Monster,NA,NA
Witchcrafter Potterie,EARTH,Spellcaster,Effect Monster,NA,NA
Witchcrafter Schmietta,FIRE,Spellcaster,Effect Monster,NA,NA
Witchcrafter Scroll,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Witchcrafter Unveiling,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Witty Phantom,DARK,Fiend,Normal Monster,NA,NA
"Wiz, Sage Fur Hire",WATER,Spellcaster,Effect Monster,NA,NA
Wizard Buster Destruction Sword,DARK,Spellcaster,Effect Monster,NA,NA
Wodan the Resident of the Forest,EARTH,Warrior,Effect Monster,NA,NA
Wolf,EARTH,Beast,Normal Monster,NA,NA
Wolf Axwielder,EARTH,Beast-Warrior,Normal Monster,NA,NA
Wolf in Sheep's Clothing,SPELL/TRAP,Normal,Normal Trap,NA,NA
Wonder Balloons,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Wonder Clover,SPELL/TRAP,Normal,Normal Spell,NA,NA
Wonder Garage,SPELL/TRAP,Normal,Normal Trap,NA,NA
Wonder Wand,SPELL/TRAP,Equip,Equip Spell,NA,NA
Wonder Xyz,SPELL/TRAP,Normal,Normal Trap,NA,NA
Wood Clown,EARTH,Warrior,Normal Monster,NA,NA
Wood Remains,DARK,Zombie,Normal Monster,NA,NA
Woodborg Inpachi,FIRE,Machine,Normal Monster,NA,NA
Woodland Archer,EARTH,Beast-Warrior,Effect Monster,NA,NA
Woodland Sprite,EARTH,Plant,Effect Monster,NA,NA
World Carrotweight Champion,DARK,Plant,Effect Monster,NA,NA
World Chalice Guardragon,WIND,Dragon,Effect Monster,NA,NA
World Chalice Guardragon Almarduke,WIND,Dragon,Fusion Monster,NA,NA
World Dino Wrestling,SPELL/TRAP,Field,Field Spell,NA,NA
World Gears of Theurlogical Demiurgy,DARK,Cyberse,Link Monster,NA,NA
"World Legacy - ""World Ark""",DARK,Machine,Effect Monster,NA,NA
"World Legacy - ""World Armor""",DARK,Machine,Effect Monster,NA,NA
"World Legacy - ""World Chalice""",DARK,Machine,Effect Monster,NA,NA
"World Legacy - ""World Crown""",DARK,Machine,Effect Monster,NA,NA
"World Legacy - ""World Key""",DARK,Machine,Effect Monster,NA,NA
"World Legacy - ""World Lance""",DARK,Machine,Effect Monster,NA,NA
"World Legacy - ""World Shield""",DARK,Machine,Effect Monster,NA,NA
"World Legacy - ""World Wand""",DARK,Machine,Effect Monster,NA,NA
World Legacy Awakens,SPELL/TRAP,Normal,Normal Trap,NA,NA
World Legacy Bestowal,SPELL/TRAP,Normal,Normal Trap,NA,NA
World Legacy Clash,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
World Legacy Cliffhanger,SPELL/TRAP,Normal,Normal Trap,NA,NA
World Legacy Collapse,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
World Legacy Discovery,SPELL/TRAP,Field,Field Spell,NA,NA
World Legacy Guardragon,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
World Legacy Guardragon Mardark,WIND,Dragon,Effect Monster,NA,NA
World Legacy in Shadow,SPELL/TRAP,Field,Field Spell,NA,NA
World Legacy Key,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
World Legacy Landmark,SPELL/TRAP,Normal,Normal Trap,NA,NA
World Legacy Monstrosity,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
World Legacy Pawns,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
World Legacy Scars,SPELL/TRAP,Field,Field Spell,NA,NA
World Legacy Struggle,SPELL/TRAP,Normal,Normal Trap,NA,NA
World Legacy Succession,SPELL/TRAP,Normal,Normal Spell,NA,NA
World Legacy Survivor,SPELL/TRAP,Normal,Normal Spell,NA,NA
World Legacy Token,DARK,Machine,Token,NA,NA
World Legacy Trap Globe,SPELL/TRAP,Normal,Normal Trap,NA,NA
World Legacy Whispers,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
World Legacy's Corruption,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
World Legacy's Heart,SPELL/TRAP,Normal,Normal Spell,NA,NA
World Legacy's Memory,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
World Legacy's Mind Meld,SPELL/TRAP,Normal,Normal Trap,NA,NA
World Legacy's Nightmare,SPELL/TRAP,Field,Field Spell,NA,NA
World Legacy's Secret,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
World Legacy's Sorrow,SPELL/TRAP,Counter,Counter Trap,NA,NA
World of Prophecy,LIGHT,Spellcaster,Effect Monster,NA,NA
World Reassembly,SPELL/TRAP,Normal,Normal Trap,NA,NA
World Suppression,SPELL/TRAP,Normal,Normal Trap,NA,NA
Worm Apocalypse,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm Bait,SPELL/TRAP,Normal,Normal Spell,NA,NA
Worm Barses,LIGHT,Reptile,Effect Monster,NA,NA
Worm Call,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Worm Cartaros,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm Dimikles,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm Drake,EARTH,Reptile,Normal Monster,NA,NA
Worm Erokin,LIGHT,Reptile,Effect Monster,NA,NA
Worm Falco,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm Gulse,LIGHT,Reptile,Effect Monster,NA,NA
Worm Hope,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm Illidan,LIGHT,Reptile,Effect Monster,NA,NA
Worm Jetelikpse,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm King,LIGHT,Reptile,Effect Monster,NA,NA
Worm Linx,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm Millidith,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm Noble,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm Opera,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm Prince,LIGHT,Reptile,Effect Monster,NA,NA
Worm Queen,LIGHT,Reptile,Effect Monster,NA,NA
Worm Rakuyeh,LIGHT,Reptile,Effect Monster,NA,NA
Worm Solid,LIGHT,Reptile,Effect Monster,NA,NA
Worm Tentacles,LIGHT,Reptile,Effect Monster,NA,NA
Worm Token,EARTH,Insect,Token,NA,NA
Worm Ugly,LIGHT,Reptile,Effect Monster,NA,NA
Worm Victory,LIGHT,Reptile,Flip Effect Monster,NA,NA
Worm Warlord,LIGHT,Reptile,Effect Monster,NA,NA
Worm Xex,LIGHT,Reptile,Effect Monster,NA,NA
Worm Yagan,LIGHT,Reptile,Effect Monster,NA,NA
Worm Zero,LIGHT,Reptile,Fusion Monster,NA,NA
Wow Warrior,WATER,Fish,Normal Monster,NA,NA
Wrath of Neos,SPELL/TRAP,Normal,Normal Spell,NA,NA
Wrecker Panda,EARTH,Beast,Effect Monster,NA,NA
Wretched Ghost of the Attic,DARK,Fiend,Normal Monster,NA,NA
Wroughtweiler,EARTH,Machine,Effect Monster,NA,NA
"Wulf, Lightsworn Beast",LIGHT,Beast-Warrior,Effect Monster,NA,NA
Wynn the Wind Channeler,WIND,Spellcaster,Effect Monster,NA,NA
Wynn the Wind Charmer,WIND,Spellcaster,Flip Effect Monster,NA,NA
"Wynn the Wind Charmer, Verdant",WIND,Spellcaster,Link Monster,NA,NA
X-Head Cannon,LIGHT,Machine,Normal Monster,NA,NA
X-Krawler Neurogos,EARTH,Insect,Link Monster,NA,NA
X-Krawler Qualiark,EARTH,Insect,Link Monster,NA,NA
X-Krawler Synaphysis,EARTH,Insect,Link Monster,NA,NA
X-Saber Airbellum,EARTH,Beast,Tuner Monster,NA,NA
X-Saber Anu Piranha,EARTH,Warrior,Normal Monster,NA,NA
X-Saber Axel,EARTH,Beast-Warrior,Effect Monster,NA,NA
X-Saber Galahad,EARTH,Warrior,Effect Monster,NA,NA
X-Saber Palomuro,EARTH,Reptile,Tuner Monster,NA,NA
X-Saber Pashuul,EARTH,Warrior,Tuner Monster,NA,NA
X-Saber Souza,EARTH,Warrior,Synchro Monster,NA,NA
X-Saber Urbellum,EARTH,Warrior,Synchro Monster,NA,NA
